WKT,Name,LongDescription,Category,SubCategory,Code,Address,Postcode,Chain,Borough
POINT (452424.816961617 517276.93027846),Creation Driveways,"Construction, Manufacturing & Trades Construction","Construction, Manufacturing & Trades",Construction,18,4 Priestfield Avenue,TS3 0EL,,MIDDLESBROUGH
POINT (452425.764288612 517960.327619318),Driver Hire,Financial & Professional Services Human Resources and Recruiting Services,Financial & Professional Services,Human Resources and Recruiting Services,75,,TS3 0,,MIDDLESBROUGH
POINT (452428.306238263 520004.550363153),Cleveland Panels,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Sotherby Road,TS3 8,,MIDDLESBROUGH
POINT (452431.656222995 517785.34734658),Dot's Caterers,Food & Drink Catering and Food Services,Food & Drink,Catering and Food Services,87,,TS3 0HG,,MIDDLESBROUGH
POINT (452433.937176601 519813.092247919),Polton Allstars,Health & Wellness Fitness Club,Health & Wellness,Fitness Club,121,Territorial Street,TS3 9,,MIDDLESBROUGH
POINT (452434.269092025 515247.556672707),Teesside Symph,"Entertainment, Arts & Leisure Entertainment and Recreation","Entertainment, Arts & Leisure",Entertainment and Recreation,43,1 Melbourne Close,TS7 8NL,,MIDDLESBROUGH
POINT (452434.823266708 514500.501288099),G Hornby & Co,Financial & Professional Services Finance and Insurance,Financial & Professional Services,Finance and Insurance,72,Cranbrook,TS8 9XH,,MIDDLESBROUGH
POINT (452434.823266708 514500.501288099),Envizage Refer,Other Commercial Services Commercial Services,Other Commercial Services,Commercial Services,142,Cranbrook,TS8 9XH,,MIDDLESBROUGH
POINT (452443.78588041 519766.354370647),Top Corner Sports,"Entertainment, Arts & Leisure Sports Activities","Entertainment, Arts & Leisure",Sports Activities,62,Territorial Street,TS3 9,,MIDDLESBROUGH
POINT (452446.679408499 517434.979673606),BARCLAYS,Financial & Professional Services ATM,Financial & Professional Services,ATM,68,Ormesby Road,TS3 0DY,BARCLAYS,MIDDLESBROUGH
POINT (452446.679408499 517434.979673606),Asda Middlesbrough Park End Supermarket,Financial & Professional Services ATM,Financial & Professional Services,ATM,68,Ormesby Road,TS3 0DY,,MIDDLESBROUGH
POINT (452446.679408499 517434.979673606),Motive Car Accessories,Automotive & Transport Auto Parts,Automotive & Transport,Auto Parts,1,Ormesby Road,TS3 0SZ,,MIDDLESBROUGH
POINT (452446.679408499 517434.979673606),William Hill,"Entertainment, Arts & Leisure Casino","Entertainment, Arts & Leisure",Casino,38,Ormesby Road,TS3 0DY,,MIDDLESBROUGH
POINT (452449.048806255 517504.669497995),Paypoint,Financial & Professional Services ATM,Financial & Professional Services,ATM,68,2 Lealholm Crescent,TS3 0NA,,MIDDLESBROUGH
POINT (452449.048806255 517504.669497995),Booze 4 Us,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,2 Lealholm Crescent,TS3 0NA,,MIDDLESBROUGH
POINT (452449.048806255 517504.669497995),Pro-Line Securities (Uk),"Construction, Manufacturing & Trades Locksmiths and Security Systems Services","Construction, Manufacturing & Trades",Locksmiths and Security Systems Services,23,2A Lealholm Crescent,TS3 0,,MIDDLESBROUGH
POINT (452450.628422266 517654.251918667),Glastonbury House-Breakfast Club,Food & Drink Restaurant,Food & Drink,Restaurant,100,,TS3 0LF,,MIDDLESBROUGH
POINT (452451.77485965 517498.246527587),Bashers £ Stop,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,3 Lealholm Crescent,TS3 0NA,,MIDDLESBROUGH
POINT (452451.77485965 517498.246527587),MWF,Retail & Consumer Goods Floor and Carpet,Retail & Consumer Goods,Floor and Carpet,156,3 Lealholm Crescent,TS3 0NA,,MIDDLESBROUGH
POINT (452455.838575443 519966.140039984),Ramsdale Windows & Conservatories,Retail & Consumer Goods Garden Center,Retail & Consumer Goods,Garden Center,160,Maxwell Road,TS3 8,,MIDDLESBROUGH
POINT (452457.163586421 517485.28857734),Avtar's Golden Fry,Food & Drink Restaurant,Food & Drink,Restaurant,100,5 Lealholm Crescent,TS3 0NA,,MIDDLESBROUGH
POINT (452462.551065641 517472.441897924),Ruby Garden,Food & Drink Restaurant,Food & Drink,Restaurant,100,7 Lealholm Crescent,TS3 0NA,,MIDDLESBROUGH
POINT (452465.212475856 517466.018187082),Mamas Pizzeria,Food & Drink Restaurant,Food & Drink,Restaurant,100,8 Lealholm Crescent,TS3 0NA,,MIDDLESBROUGH
POINT (452466.341941738 519755.930872918),Odci T,Financial & Professional Services IT and Office Equipment Services,Financial & Professional Services,IT and Office Equipment Services,77,Territorial Street,TS3 9,,MIDDLESBROUGH
POINT (452466.357355442 517428.306750102),MFS,Retail & Consumer Goods Floor and Carpet,Retail & Consumer Goods,Floor and Carpet,156,Lealholm Crescent,TS3 0NA,,MIDDLESBROUGH
POINT (452467.938575377 517459.595222011),Jacob's Barbers,Health & Wellness Barbershop,Health & Wellness,Barbershop,119,9 Lealholm Crescent,TS3 0NA,,MIDDLESBROUGH
POINT (452467.938575377 517459.595222011),Boots,Retail & Consumer Goods Department Store,Retail & Consumer Goods,Department Store,151,9A Lealholm Crescent,TS3 0,BOOTS,MIDDLESBROUGH
POINT (452470.4455682 519753.307316924),Teesside Escape Rooms,"Entertainment, Arts & Leisure Landmark-Attraction","Entertainment, Arts & Leisure",Landmark-Attraction,51,Brambles Farm T A Site,TS3 9,,MIDDLESBROUGH
POINT (452482.04368976 515860.397510193),Manor Carpets,Retail & Consumer Goods Specialty Store,Retail & Consumer Goods,Specialty Store,176,6 Beeches Rise,TS7 8DR,,MIDDLESBROUGH
POINT (452482.538162753 520331.020313522),The Heritage Gallery at Cargo Fleet,"Entertainment, Arts & Leisure Gallery","Entertainment, Arts & Leisure",Gallery,46,,TS6 6XJ,,REDCAR AND CLEVELAND
POINT (452482.616650462 519931.504925611),Teesside Auto Salvage,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Maxwell Road,TS3 8TE,,MIDDLESBROUGH
POINT (452482.616650462 519931.504925611),LDC Learner Driving Centre,Education & Training Education Facility,Education & Training,Education Facility,31,Maxwell Road,TS3 8TE,,MIDDLESBROUGH
POINT (452482.616650462 519931.504925611),BM Bi Folding Doors,"Construction, Manufacturing & Trades Glass and Window","Construction, Manufacturing & Trades",Glass and Window,20,Maxwell Road,TS3 8TE,,MIDDLESBROUGH
POINT (452486.76403748 517414.520243968),Cardtronics,Financial & Professional Services ATM,Financial & Professional Services,ATM,68,Lealholm Crescent,TS3 0NA,Cardtronics,MIDDLESBROUGH
POINT (452505.738025727 519832.727194997),Tees Valley Together,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,,TS3 8DR,,MIDDLESBROUGH
POINT (452505.738025727 519832.727194997),English Kitchen,Food & Drink Restaurant,Food & Drink,Restaurant,100,,TS3 8DR,,MIDDLESBROUGH
POINT (452510.242021622 520490.701509043),First Class Motor Services,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Dormor Way,TS6 6XH,,REDCAR AND CLEVELAND
POINT (452510.242021622 520490.701509043),Fleet Fitness,"Entertainment, Arts & Leisure Fine Arts","Entertainment, Arts & Leisure",Fine Arts,45,Dormor Way,TS6 6XH,,REDCAR AND CLEVELAND
POINT (452510.242021622 520490.701509043),Epic Motorsport,"Entertainment, Arts & Leisure Sports Activities","Entertainment, Arts & Leisure",Sports Activities,62,Dormor Way,TS6 6XH,,REDCAR AND CLEVELAND
POINT (452510.242021622 520490.701509043),Dormor Machine & Engineering Company,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,Dormor Way,TS6 6XH,,REDCAR AND CLEVELAND
POINT (452510.242021622 520490.701509043),NLS Recruitment,Financial & Professional Services Human Resources and Recruiting Services,Financial & Professional Services,Human Resources and Recruiting Services,75,Dormor Way,TS6 6XH,,REDCAR AND CLEVELAND
POINT (452515.319684263 519842.85344688),Brambles Farm Social Club,Food & Drink Bars and Pubs,Food & Drink,Bars and Pubs,84,Territorial Street,TS3 9,,MIDDLESBROUGH
POINT (452517.797642657 522878.695150564),Oceaneering,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,Huntsman Drive,TS2 1,,STOCKTON ON TEES
POINT (452535.861087787 517504.779605585),Spirit Seekers,"Entertainment, Arts & Leisure Entertainment and Recreation","Entertainment, Arts & Leisure",Entertainment and Recreation,43,44 Norfolk Crescent,TS3 0LZ,,MIDDLESBROUGH
POINT (452541.947095777 520224.870929114),Vapour Depot,Food & Drink Cigar and Tobacco Shop,Food & Drink,Cigar and Tobacco Shop,88,Metcalfe Road,TS6 6,,REDCAR AND CLEVELAND
POINT (452545.024457062 513384.353744077),Brass Castle Country House Accommodation,Hospitality & Lodging Hotel or Motel,Hospitality & Lodging,Hotel or Motel,137,Brass Castle Lane,TS8 9ED,,MIDDLESBROUGH
POINT (452545.025737208 513384.242474056),Stockdale Builders,"Construction, Manufacturing & Trades Construction","Construction, Manufacturing & Trades",Construction,18,,TS8 9ED,,MIDDLESBROUGH
POINT (452546.488457219 519730.369404275),The Bookkeeping Belle,Financial & Professional Services Finance and Insurance,Financial & Professional Services,Finance and Insurance,72,23 Cranfield Avenue,TS3 9,,MIDDLESBROUGH
POINT (452549.563656943 520405.242165346),K & M Motorcycle Mot,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,,TS6 6XH,,REDCAR AND CLEVELAND
POINT (452549.563656943 520405.242165346),Iron Co Coffee House,Food & Drink Restaurant,Food & Drink,Restaurant,100,,TS6 6XH,,REDCAR AND CLEVELAND
POINT (452549.563656943 520405.242165346),Teesside Karting,"Entertainment, Arts & Leisure Sports Activities","Entertainment, Arts & Leisure",Sports Activities,62,,TS6 6XH,,REDCAR AND CLEVELAND
POINT (452558.760974046 515756.449392311),2delicious,Food & Drink Catering and Food Services,Food & Drink,Catering and Food Services,87,Juniper Grove,TS7 8DW,,MIDDLESBROUGH
POINT (452559.537481378 517353.041057435),The Ultimate Wedding DJ,Food & Drink Night Club,Food & Drink,Night Club,99,8 The Crescent,TS7 9PF,,MIDDLESBROUGH
POINT (452572.70274825 515214.537074449),Shehata Business Consultants,Financial & Professional Services Management and Consulting Services,Financial & Professional Services,Management and Consulting Services,78,3 Ribbleton Close,TS7 8PQ,,MIDDLESBROUGH
POINT (452578.324274789 517530.530750244),Barnardo's,Retail & Consumer Goods Specialty Store,Retail & Consumer Goods,Specialty Store,176,Norfolk Crescent,TS3 0LY,Barnardo's,MIDDLESBROUGH
POINT (452579.831045564 520275.386841167),Eurocell,Retail & Consumer Goods Furniture Store,Retail & Consumer Goods,Furniture Store,159,Metcalfe Road,TS6 6PT,,REDCAR AND CLEVELAND
POINT (452581.184661672 520275.736329305),Hodgson Engineering,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,8 Metcalfe Road,TS6 6PT,,REDCAR AND CLEVELAND
POINT (452581.896745132 520236.460676024),Andy Glass,"Construction, Manufacturing & Trades Specialty Trade Contractors","Construction, Manufacturing & Trades",Specialty Trade Contractors,30,Metcalfe Road,TS6 6,,REDCAR AND CLEVELAND
POINT (452586.979794334 520176.981498623),CCG,Retail & Consumer Goods Consumer Electronics Store,Retail & Consumer Goods,Consumer Electronics Store,148,Metcalfe Road,TS6 6,,REDCAR AND CLEVELAND
POINT (452587.376472483 520209.815377695),Mas Body Development,"Entertainment, Arts & Leisure Sporting Goods Store","Entertainment, Arts & Leisure",Sporting Goods Store,60,,TS6 6,,REDCAR AND CLEVELAND
POINT (452587.376472483 520209.815377695),Creative Campers,Retail & Consumer Goods Used Car Dealer,Retail & Consumer Goods,Used Car Dealer,178,,TS6 6,,REDCAR AND CLEVELAND
POINT (452591.642473473 520204.300362378),Haris Signs,"Financial & Professional Services Advertising-Marketing, PR and Market Research",Financial & Professional Services,"Advertising-Marketing, PR and Market Research",67,,TS6 6,,REDCAR AND CLEVELAND
POINT (452591.774328262 520204.079313867),Macro Based Diner,Food & Drink Restaurant,Food & Drink,Restaurant,100,,TS6 6,,REDCAR AND CLEVELAND
POINT (452593.312694888 517498.543037229),David Fox,Retail & Consumer Goods Home Specialty Store,Retail & Consumer Goods,Home Specialty Store,166,Norfolk Crescent,TS3 0LY,,MIDDLESBROUGH
POINT (452596.167083574 515441.830444314),Jolly Tots,Health & Wellness Medical Services-Clinics,Health & Wellness,Medical Services-Clinics,128,Cypress Road,TS7 8PZ,,MIDDLESBROUGH
POINT (452596.167083574 515441.830444314),St Andrews,"Government, Community & Religious Church","Government, Community & Religious",Church,107,Cypress Road,TS7 8PZ,,MIDDLESBROUGH
POINT (452596.366947872 515446.951899983),Marton Community Eco Shop,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,,TS7 8PZ,,MIDDLESBROUGH
POINT (452597.027649906 515333.44779934),Carol's Caterers at Oakwood Court,Food & Drink Restaurant,Food & Drink,Restaurant,100,,TS7 8TA,,MIDDLESBROUGH
POINT (452599.803722725 520253.36036521),Premier Chairs,Retail & Consumer Goods Furniture Store,Retail & Consumer Goods,Furniture Store,159,Metcalfe Road,TS6 6PT,,REDCAR AND CLEVELAND
POINT (452599.803722725 520253.36036521),Leven Wrought Iron & Fabrication,"Construction, Manufacturing & Trades Specialty Trade Contractors","Construction, Manufacturing & Trades",Specialty Trade Contractors,30,4 Metcalfe Road,TS6 6PT,,REDCAR AND CLEVELAND
POINT (452601.995201472 520293.114694769),Diamond Press,Financial & Professional Services Printing and Publishing,Financial & Professional Services,Printing and Publishing,80,16 Metcalfe Road,TS6 6,,REDCAR AND CLEVELAND
POINT (452602.299425742 520261.179198422),Promac Autos,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,,TS6 6PT,,REDCAR AND CLEVELAND
POINT (452603.644611931 519859.230716591),Auto Centor,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Murdock Road,TS3 8,,MIDDLESBROUGH
POINT (452603.679127736 520264.867567167),Century Auto Refinishers,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,4 Metcalfe Road,TS6 6PT,,REDCAR AND CLEVELAND
POINT (452603.679127736 520264.867567167),Mike Hind Fitness,Health & Wellness Fitness Club,Health & Wellness,Fitness Club,121,Metcalfe Road,TS6 6PT,,REDCAR AND CLEVELAND
POINT (452603.679127736 520264.867567167),BTC,Retail & Consumer Goods Furniture Store,Retail & Consumer Goods,Furniture Store,159,Metcalfe Road,TS6 6PT,,REDCAR AND CLEVELAND
POINT (452603.679127736 520264.867567167),Crown Decorating Centres,Retail & Consumer Goods Home Improvement-Hardware Store,Retail & Consumer Goods,Home Improvement-Hardware Store,165,Metcalfe Road,TS6 6PT,,REDCAR AND CLEVELAND
POINT (452603.679127736 520264.867567167),Mas Body Gym,Food & Drink Restaurant,Food & Drink,Restaurant,100,Metcalfe Road,TS6 6PT,,REDCAR AND CLEVELAND
POINT (452603.679127736 520264.867567167),Alpha Technology Systems,Financial & Professional Services IT and Office Equipment Services,Financial & Professional Services,IT and Office Equipment Services,77,Metcalfe Road,TS6 6PT,,REDCAR AND CLEVELAND
POINT (452604.839707695 515812.510500867),"Kumon, Marton Community Centre, Cypress Road, Middlesbrough",Education & Training Education Facility,Education & Training,Education Facility,31,Larch Close,TS7 8DN,,MIDDLESBROUGH
POINT (452606.888608222 520255.667929452),Cleveland Up & Over Door Co.Ltd,"Construction, Manufacturing & Trades Specialty Trade Contractors","Construction, Manufacturing & Trades",Specialty Trade Contractors,30,7 Metcalfe Road,TS6 6PT,,REDCAR AND CLEVELAND
POINT (452609.133650905 519535.119010194),Isla Blooms,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,Marshall Avenue,TS3 9DU,,MIDDLESBROUGH
POINT (452610.022444621 517524.887448563),Post Office,"Government, Community & Religious Post Office","Government, Community & Religious",Post Office,116,Norfolk Crescent,TS3 0LY,Post Office,MIDDLESBROUGH
POINT (452611.847625162 515625.521534299),Food for Thought,Food & Drink Catering and Food Services,Food & Drink,Catering and Food Services,87,78 Birchwood Road,TS7 8DQ,,MIDDLESBROUGH
POINT (452615.497719199 520237.961684777),Cosmetic Car Care Centre,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,2 Metcalfe Road,TS6 6PT,,REDCAR AND CLEVELAND
POINT (452615.764183914 517442.048225723),Golden Plaice,Food & Drink Restaurant,Food & Drink,Restaurant,100,Norfolk Crescent,TS3 0LZ,,MIDDLESBROUGH
POINT (452616.193816644 517617.991482702),The Love Bug Bar Co.,Food & Drink Cocktail Lounge,Food & Drink,Cocktail Lounge,89,32 Balmoral Road,TS3 0ND,,MIDDLESBROUGH
POINT (452617.492016709 520289.176168608),Hill Auto Centre,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Metcalfe Road,TS6 6PT,,REDCAR AND CLEVELAND
POINT (452617.492016709 520289.176168608),Designer Dental,"Financial & Professional Services Advertising-Marketing, PR and Market Research",Financial & Professional Services,"Advertising-Marketing, PR and Market Research",67,15 Metcalfe Road,TS6 6PT,,REDCAR AND CLEVELAND
POINT (452617.907523579 517452.533534462),The Fringe,Health & Wellness Hair Salon,Health & Wellness,Hair Salon,123,24 Norfolk Crescent,TS3 0LZ,,MIDDLESBROUGH
POINT (452626.537690864 514856.482161694),Lindentree,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,2 Torver Mount,TS7 8PL,,MIDDLESBROUGH
POINT (452628.763446841 520337.604571367),Red Robot Systems,Financial & Professional Services IT and Office Equipment Services,Financial & Professional Services,IT and Office Equipment Services,77,Brunel Road,TS6 6PT,,REDCAR AND CLEVELAND
POINT (452630.116828499 519907.166976171),Longlife Middlesbrough,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,6 Murdock Road,TS3 8TB,,MIDDLESBROUGH
POINT (452631.452760199 519892.270141746),Evans Performance,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Murdock Road,TS3 8TB,,MIDDLESBROUGH
POINT (452631.452760199 519892.270141746),SK Motors,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Murdock Road,TS3 8TB,,MIDDLESBROUGH
POINT (452631.452760199 519892.270141746),Intercontinental Brands,Food & Drink Wine and Liquor,Food & Drink,Wine and Liquor,106,Murdock Road,TS3 8TB,,MIDDLESBROUGH
POINT (452633.503357137 514886.720863549),E S Awadalla Maths Tuition,Education & Training School,Education & Training,School,33,1 Torver Mount,TS7 8PL,,MIDDLESBROUGH
POINT (452634.083495022 517429.796183073),B. Newton Furniture & Carpets,Retail & Consumer Goods Floor and Carpet,Retail & Consumer Goods,Floor and Carpet,156,Norfolk Crescent,TS3 0LZ,,MIDDLESBROUGH
POINT (452634.136626365 517470.081079923),Ema's Beauty,"Entertainment, Arts & Leisure Landmark-Attraction","Entertainment, Arts & Leisure",Landmark-Attraction,51,Norfolk Crescent,TS3 0LZ,,MIDDLESBROUGH
POINT (452640.88439071 521006.129128562),Phoenix Auto Salvage,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,King Georges Terrace,TS6 6AZ,,REDCAR AND CLEVELAND
POINT (452640.88439071 521006.129128562),Apache Vehicle Solutions,Automotive & Transport Rental Car Agency,Automotive & Transport,Rental Car Agency,13,King Georges Terrace,TS6 6AZ,,REDCAR AND CLEVELAND
POINT (452642.638392987 517630.315641603),BMO Harris Bank,Financial & Professional Services ATM,Financial & Professional Services,ATM,68,26 Balmoral Road,TS3 0ND,BMO Harris Bank,MIDDLESBROUGH
POINT (452644.309241682 518606.181400233),Robins Lifestyle Express,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,15 Cinderwood,TS3 9RH,,MIDDLESBROUGH
POINT (452647.008087234 518853.933738094),Alarmco North East,"Construction, Manufacturing & Trades Locksmiths and Security Systems Services","Construction, Manufacturing & Trades",Locksmiths and Security Systems Services,23,Cobblewood,TS3 9RW,,MIDDLESBROUGH
POINT (452649.059197667 519627.613927486),Caveman Construction Company,"Construction, Manufacturing & Trades Construction","Construction, Manufacturing & Trades",Construction,18,108 Pallister Avenue,TS3 9DN,,MIDDLESBROUGH
POINT (452649.059197667 519627.613927486),Buildeez,"Construction, Manufacturing & Trades Construction","Construction, Manufacturing & Trades",Construction,18,108 Pallister Avenue,TS3 9DN,,MIDDLESBROUGH
POINT (452664.135162853 514688.985175281),Tesco Express,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,Dixons Bank,TS7 8,Tesco Express,MIDDLESBROUGH
POINT (452665.780250225 514821.322787362),Allinson Nash Limited,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,10 Torver Mount,TS7 8PL,,MIDDLESBROUGH
POINT (452679.95624043 519248.265262372),Learn Direct,Education & Training Education Facility,Education & Training,Education Facility,31,,TS3 9EP,,MIDDLESBROUGH
POINT (452683.72082925 516514.067623179),Grange Hogroast,Food & Drink Catering and Food Services,Food & Drink,Catering and Food Services,87,,TS7 9AT,,REDCAR AND CLEVELAND
POINT (452686.5993133 518506.068973757),Middlesborough Locksmith 1st for Locks,"Construction, Manufacturing & Trades Locksmiths and Security Systems Services","Construction, Manufacturing & Trades",Locksmiths and Security Systems Services,23,,TS3 9RG,,MIDDLESBROUGH
POINT (452697.070820887 520395.818151876),Quay Plastics,Retail & Consumer Goods Home Improvement-Hardware Store,Retail & Consumer Goods,Home Improvement-Hardware Store,165,Skippers Lane,TS6 6,,REDCAR AND CLEVELAND
POINT (452699.931272884 514874.020868916),F Engineering Limited,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,99 Mallowdale,TS7 8PP,,MIDDLESBROUGH
POINT (452721.510531832 520239.187950279),Hawk Fasteners,Retail & Consumer Goods Home Improvement-Hardware Store,Retail & Consumer Goods,Home Improvement-Hardware Store,165,Brunel Road,TS6 6JA,,REDCAR AND CLEVELAND
POINT (452721.510531832 520239.187950279),N Y Timber,Retail & Consumer Goods Home Improvement-Hardware Store,Retail & Consumer Goods,Home Improvement-Hardware Store,165,Brunel Road,TS6 6JA,,REDCAR AND CLEVELAND
POINT (452721.510531832 520239.187950279),Agility People Services Limited,Financial & Professional Services Human Resources and Recruiting Services,Financial & Professional Services,Human Resources and Recruiting Services,75,Brunel Road,TS6 6JA,,REDCAR AND CLEVELAND
POINT (452730.107529059 520557.676610725),Precision Cosmetics,Health & Wellness Hair and Beauty,Health & Wellness,Hair and Beauty,122,Middlesbrough Road,TS6 6,,REDCAR AND CLEVELAND
POINT (452733.190139594 515569.718892392),HDL Fitness,Health & Wellness Fitness Club,Health & Wellness,Fitness Club,121,12 Hazel Grove,TS7 8DJ,,MIDDLESBROUGH
POINT (452738.767407811 514352.985880875),Adapt Architectural Solutions,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,108 Eagle Park,TS8 9NU,,MIDDLESBROUGH
POINT (452756.641100578 519996.992284541),Parts Alliance Group L,Automotive & Transport Auto Parts,Automotive & Transport,Auto Parts,1,Davy Road,TS6 6RU,,REDCAR AND CLEVELAND
POINT (452761.428279991 518271.347702697),Michelle S Woo,Other Commercial Services Commercial Services,Other Commercial Services,Commercial Services,142,131 The Greenway,TS3 9PF,,MIDDLESBROUGH
POINT (452766.299158666 519297.118405397),Corpus Christian RC Church,"Government, Community & Religious Church","Government, Community & Religious",Church,107,84A College Road,TS3 9,,MIDDLESBROUGH
POINT (452767.640735288 518544.845057276),St Thomas Church-Eco Shop,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,,TS3 9RE,,MIDDLESBROUGH
POINT (452769.769369374 515115.092982662),Phil and Kates Neighbours Place,Food & Drink Tea House,Food & Drink,Tea House,104,,TS7 0PX,,MIDDLESBROUGH
POINT (452777.536054511 514835.187468732),Team Services,Financial & Professional Services Human Resources and Recruiting Services,Financial & Professional Services,Human Resources and Recruiting Services,75,104 Clevegate,TS7 0RB,,MIDDLESBROUGH
POINT (452782.149671958 518911.364574914),H R G Garden Services,"Construction, Manufacturing & Trades Landscaping Services","Construction, Manufacturing & Trades",Landscaping Services,22,81 Barrington Crescent,TS3 9JA,,MIDDLESBROUGH
POINT (452783.467529273 514842.823415902),Amy's Boutique and Spa,Health & Wellness Hair Salon,Health & Wellness,Hair Salon,123,102 Clevegate,TS7 0RB,,MIDDLESBROUGH
POINT (452784.528260965 513743.227567746),Ford Close Riding Centre,"Entertainment, Arts & Leisure Park-Recreation","Entertainment, Arts & Leisure",Park-Recreation,55,Brass Castle Lane,TS8 9EE,,MIDDLESBROUGH
POINT (452784.528260965 513743.227567746),Cattrell G,"Entertainment, Arts & Leisure Sporting Goods Store","Entertainment, Arts & Leisure",Sporting Goods Store,60,Brass Castle Lane,TS8 9EE,,MIDDLESBROUGH
POINT (452787.693041269 515076.349930599),Caterlink at St. Bernadettes RC Primary School,Food & Drink Restaurant,Food & Drink,Restaurant,100,,TS7 0PZ,,MIDDLESBROUGH
POINT (452797.190749005 521641.27664455),TTS Engineering,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,,TS6 6,,REDCAR AND CLEVELAND
POINT (452801.149976052 520518.993186133),FFT Literacy,Education & Training Education Facility,Education & Training,Education Facility,31,Middlesbrough Road,TS6 6,,REDCAR AND CLEVELAND
POINT (452811.268699881 515047.020280695),St Bernadette's RC Primary School,Education & Training School,Education & Training,School,33,Cookgate,TS7 0,,MIDDLESBROUGH
POINT (452820.189694561 519902.802498274),Atf Supplies,Retail & Consumer Goods Home Improvement-Hardware Store,Retail & Consumer Goods,Home Improvement-Hardware Store,165,Tees Court,TS6 6DX,,REDCAR AND CLEVELAND
POINT (452823.276811757 519937.67066896),Riverside Ices,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,Wallis Road,TS6 6DX,,REDCAR AND CLEVELAND
POINT (452823.276811757 519937.67066896),Johnstone's Decorating Centre,Retail & Consumer Goods Home Improvement-Hardware Store,Retail & Consumer Goods,Home Improvement-Hardware Store,165,Wallis Road,TS6 6DX,,REDCAR AND CLEVELAND
POINT (452823.276811757 519937.67066896),Treats,Food & Drink Take Out and Delivery Only,Food & Drink,Take Out and Delivery Only,103,Wallis Road,TS6 6DX,,REDCAR AND CLEVELAND
POINT (452823.276811757 519937.67066896),Sealtight Windows,"Construction, Manufacturing & Trades Specialty Trade Contractors","Construction, Manufacturing & Trades",Specialty Trade Contractors,30,Wallis Road,TS6 6DX,,REDCAR AND CLEVELAND
POINT (452828.028260782 520810.206531733),Cliffs Auto Salvage,Automotive & Transport Auto Parts,Automotive & Transport,Auto Parts,1,,TS6 6AD,,REDCAR AND CLEVELAND
POINT (452828.028260782 520810.206531733),A 66 Test Centre,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Old Station Road,TS6 6AD,,REDCAR AND CLEVELAND
POINT (452828.028260782 520810.206531733),J & C B Vehicle Repairs,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Old Station Road,TS6 6AD,,REDCAR AND CLEVELAND
POINT (452828.028260782 520810.206531733),Teesside LGV Training,Education & Training Education Facility,Education & Training,Education Facility,31,Old Station Road,TS6 6AD,,REDCAR AND CLEVELAND
POINT (452828.028260782 520810.206531733),Minster Self Drive,Automotive & Transport Rental Car Agency,Automotive & Transport,Rental Car Agency,13,Old Station Road,TS6 6AD,,REDCAR AND CLEVELAND
